timestamp,road_id,road_name,hour,day_of_week,is_weekend,volume,capacity,congestion_pct,incident
2026-04-01 00:00:00,R1,MG Road (Highway),0,2,0,207.2,1200,17.3,0
2026-04-01 00:00:00,R2,Station Road (Arterial),0,2,0,123.3,800,15.4,0
2026-04-01 00:00:00,R3,College Chowk (Residential),0,2,0,50.9,400,12.7,0
2026-04-01 00:00:00,R4,Ring Road (Highway),0,2,0,188.6,1400,13.5,0
2026-04-01 00:00:00,R5,Market Square (Arterial),0,2,0,104.0,700,14.9,0
2026-04-01 01:00:00,R1,MG Road (Highway),1,2,0,222.5,1200,18.5,0
2026-04-01 01:00:00,R2,Station Road (Arterial),1,2,0,124.8,800,15.6,0
2026-04-01 01:00:00,R3,College Chowk (Residential),1,2,0,43.3,400,10.8,0
2026-04-01 01:00:00,R4,Ring Road (Highway),1,2,0,205.7,1400,14.7,0
2026-04-01 01:00:00,R5,Market Square (Arterial),1,2,0,103.6,700,14.8,0
2026-04-01 02:00:00,R1,MG Road (Highway),2,2,0,201.6,1200,16.8,0
2026-04-01 02:00:00,R2,Station Road (Arterial),2,2,0,120.7,800,15.1,0
2026-04-01 02:00:00,R3,College Chowk (Residential),2,2,0,47.4,400,11.8,0
2026-04-01 02:00:00,R4,Ring Road (Highway),2,2,0,225.1,1400,16.1,0
2026-04-01 02:00:00,R5,Market Square (Arterial),2,2,0,116.8,700,16.7,0
2026-04-01 03:00:00,R1,MG Road (Highway),3,2,0,195.9,1200,16.3,0
2026-04-01 03:00:00,R2,Station Road (Arterial),3,2,0,119.3,800,14.9,0
2026-04-01 03:00:00,R3,College Chowk (Residential),3,2,0,48.3,400,12.1,0
2026-04-01 03:00:00,R4,Ring Road (Highway),3,2,0,231.2,1400,16.5,0
2026-04-01 03:00:00,R5,Market Square (Arterial),3,2,0,112.5,700,16.1,0
2026-04-01 04:00:00,R1,MG Road (Highway),4,2,0,213.8,1200,17.8,0
2026-04-01 04:00:00,R2,Station Road (Arterial),4,2,0,114.3,800,14.3,0
2026-04-01 04:00:00,R3,College Chowk (Residential),4,2,0,47.2,400,11.8,0
2026-04-01 04:00:00,R4,Ring Road (Highway),4,2,0,240.6,1400,17.2,0
2026-04-01 04:00:00,R5,Market Square (Arterial),4,2,0,106.0,700,15.1,0
2026-04-01 05:00:00,R1,MG Road (Highway),5,2,0,236.8,1200,19.7,0
2026-04-01 05:00:00,R2,Station Road (Arterial),5,2,0,148.2,800,18.5,0
2026-04-01 05:00:00,R3,College Chowk (Residential),5,2,0,59.2,400,14.8,0
2026-04-01 05:00:00,R4,Ring Road (Highway),5,2,0,222.9,1400,15.9,0
2026-04-01 05:00:00,R5,Market Square (Arterial),5,2,0,120.7,700,17.2,0
2026-04-01 06:00:00,R1,MG Road (Highway),6,2,0,265.0,1200,22.1,0
2026-04-01 06:00:00,R2,Station Road (Arterial),6,2,0,185.2,800,23.1,0
2026-04-01 06:00:00,R3,College Chowk (Residential),6,2,0,78.4,400,19.6,0
2026-04-01 06:00:00,R4,Ring Road (Highway),6,2,0,332.1,1400,23.7,0
2026-04-01 06:00:00,R5,Market Square (Arterial),6,2,0,155.3,700,22.2,0
2026-04-01 07:00:00,R1,MG Road (Highway),7,2,0,451.3,1200,37.6,0
2026-04-01 07:00:00,R2,Station Road (Arterial),7,2,0,305.6,800,38.2,0
2026-04-01 07:00:00,R3,College Chowk (Residential),7,2,0,104.8,400,26.2,0
2026-04-01 07:00:00,R4,Ring Road (Highway),7,2,0,545.4,1400,39.0,0
2026-04-01 07:00:00,R5,Market Square (Arterial),7,2,0,242.4,700,34.6,0
2026-04-01 08:00:00,R1,MG Road (Highway),8,2,0,798.5,1200,66.5,0
2026-04-01 08:00:00,R2,Station Road (Arterial),8,2,0,469.3,800,58.7,0
2026-04-01 08:00:00,R3,College Chowk (Residential),8,2,0,184.3,400,46.1,0
2026-04-01 08:00:00,R4,Ring Road (Highway),8,2,0,795.2,1400,56.8,0
2026-04-01 08:00:00,R5,Market Square (Arterial),8,2,0,415.7,700,59.4,0
2026-04-01 09:00:00,R1,MG Road (Highway),9,2,0,960.9,1200,80.1,0
2026-04-01 09:00:00,R2,Station Road (Arterial),9,2,0,623.0,800,77.9,0
2026-04-01 09:00:00,R3,College Chowk (Residential),9,2,0,239.7,400,59.9,0
2026-04-01 09:00:00,R4,Ring Road (Highway),9,2,0,1147.9,1400,82.0,0
2026-04-01 09:00:00,R5,Market Square (Arterial),9,2,0,622.6,700,88.9,0
2026-04-01 10:00:00,R1,MG Road (Highway),10,2,0,741.0,1200,61.7,0
2026-04-01 10:00:00,R2,Station Road (Arterial),10,2,0,467.6,800,58.5,0
2026-04-01 10:00:00,R3,College Chowk (Residential),10,2,0,168.3,400,42.1,0
2026-04-01 10:00:00,R4,Ring Road (Highway),10,2,0,937.4,1400,67.0,0
2026-04-01 10:00:00,R5,Market Square (Arterial),10,2,0,472.4,700,67.5,0
2026-04-01 11:00:00,R1,MG Road (Highway),11,2,0,432.6,1200,36.1,0
2026-04-01 11:00:00,R2,Station Road (Arterial),11,2,0,304.9,800,38.1,0
2026-04-01 11:00:00,R3,College Chowk (Residential),11,2,0,127.5,400,31.9,0
2026-04-01 11:00:00,R4,Ring Road (Highway),11,2,0,532.5,1400,38.0,0
2026-04-01 11:00:00,R5,Market Square (Arterial),11,2,0,279.2,700,39.9,0
2026-04-01 12:00:00,R1,MG Road (Highway),12,2,0,279.9,1200,23.3,0
2026-04-01 12:00:00,R2,Station Road (Arterial),12,2,0,155.7,800,19.5,0
2026-04-01 12:00:00,R3,College Chowk (Residential),12,2,0,74.8,400,18.7,0
2026-04-01 12:00:00,R4,Ring Road (Highway),12,2,0,343.5,1400,24.5,0
2026-04-01 12:00:00,R5,Market Square (Arterial),12,2,0,164.4,700,23.5,0
2026-04-01 13:00:00,R1,MG Road (Highway),13,2,0,198.7,1200,16.6,0
2026-04-01 13:00:00,R2,Station Road (Arterial),13,2,0,126.3,800,15.8,0
2026-04-01 13:00:00,R3,College Chowk (Residential),13,2,0,48.9,400,12.2,0
2026-04-01 13:00:00,R4,Ring Road (Highway),13,2,0,256.9,1400,18.3,0
2026-04-01 13:00:00,R5,Market Square (Arterial),13,2,0,133.3,700,19.0,0
2026-04-01 14:00:00,R1,MG Road (Highway),14,2,0,222.6,1200,18.6,0
2026-04-01 14:00:00,R2,Station Road (Arterial),14,2,0,144.7,800,18.1,0
2026-04-01 14:00:00,R3,College Chowk (Residential),14,2,0,50.1,400,12.5,0
2026-04-01 14:00:00,R4,Ring Road (Highway),14,2,0,245.1,1400,17.5,0
2026-04-01 14:00:00,R5,Market Square (Arterial),14,2,0,107.8,700,15.4,0
2026-04-01 15:00:00,R1,MG Road (Highway),15,2,0,252.5,1200,21.0,0
2026-04-01 15:00:00,R2,Station Road (Arterial),15,2,0,180.0,800,22.5,0
2026-04-01 15:00:00,R3,College Chowk (Residential),15,2,0,66.0,400,16.5,0
2026-04-01 15:00:00,R4,Ring Road (Highway),15,2,0,332.1,1400,23.7,0
2026-04-01 15:00:00,R5,Market Square (Arterial),15,2,0,157.9,700,22.6,0
2026-04-01 16:00:00,R1,MG Road (Highway),16,2,0,523.1,1200,43.6,0
2026-04-01 16:00:00,R2,Station Road (Arterial),16,2,0,270.3,800,33.8,0
2026-04-01 16:00:00,R3,College Chowk (Residential),16,2,0,95.2,400,23.8,0
2026-04-01 16:00:00,R4,Ring Road (Highway),16,2,0,481.5,1400,34.4,0
2026-04-01 16:00:00,R5,Market Square (Arterial),16,2,0,222.8,700,31.8,0
2026-04-01 17:00:00,R1,MG Road (Highway),17,2,0,765.6,1200,63.8,0
2026-04-01 17:00:00,R2,Station Road (Arterial),17,2,0,445.3,800,55.7,0
2026-04-01 17:00:00,R3,College Chowk (Residential),17,2,0,175.6,400,43.9,0
2026-04-01 17:00:00,R4,Ring Road (Highway),17,2,0,790.9,1400,56.5,0
2026-04-01 17:00:00,R5,Market Square (Arterial),17,2,0,423.1,700,60.4,0
2026-04-01 18:00:00,R1,MG Road (Highway),18,2,0,926.2,1200,77.2,0
2026-04-01 18:00:00,R2,Station Road (Arterial),18,2,0,638.0,800,79.7,0
2026-04-01 18:00:00,R3,College Chowk (Residential),18,2,0,260.3,400,65.1,0
2026-04-01 18:00:00,R4,Ring Road (Highway),18,2,0,1051.5,1400,75.1,0
2026-04-01 18:00:00,R5,Market Square (Arterial),18,2,0,500.5,700,71.5,0
2026-04-01 19:00:00,R1,MG Road (Highway),19,2,0,921.5,1200,76.8,0
2026-04-01 19:00:00,R2,Station Road (Arterial),19,2,0,634.7,800,79.3,0
2026-04-01 19:00:00,R3,College Chowk (Residential),19,2,0,242.0,400,60.5,0
2026-04-01 19:00:00,R4,Ring Road (Highway),19,2,0,1135.6,1400,81.1,0
2026-04-01 19:00:00,R5,Market Square (Arterial),19,2,0,616.8,700,88.1,0
2026-04-01 20:00:00,R1,MG Road (Highway),20,2,0,723.2,1200,60.3,0
2026-04-01 20:00:00,R2,Station Road (Arterial),20,2,0,415.1,800,51.9,0
2026-04-01 20:00:00,R3,College Chowk (Residential),20,2,0,192.5,400,48.1,0
2026-04-01 20:00:00,R4,Ring Road (Highway),20,2,0,802.1,1400,57.3,0
2026-04-01 20:00:00,R5,Market Square (Arterial),20,2,0,427.3,700,61.0,0
2026-04-01 21:00:00,R1,MG Road (Highway),21,2,0,465.8,1200,38.8,0
2026-04-01 21:00:00,R2,Station Road (Arterial),21,2,0,247.7,800,31.0,0
2026-04-01 21:00:00,R3,College Chowk (Residential),21,2,0,119.2,400,29.8,0
2026-04-01 21:00:00,R4,Ring Road (Highway),21,2,0,517.8,1400,37.0,0
2026-04-01 21:00:00,R5,Market Square (Arterial),21,2,0,229.8,700,32.8,0
2026-04-01 22:00:00,R1,MG Road (Highway),22,2,0,275.6,1200,23.0,0
2026-04-01 22:00:00,R2,Station Road (Arterial),22,2,0,171.6,800,21.5,0
2026-04-01 22:00:00,R3,College Chowk (Residential),22,2,0,67.4,400,16.8,0
2026-04-01 22:00:00,R4,Ring Road (Highway),22,2,0,323.8,1400,23.1,0
2026-04-01 22:00:00,R5,Market Square (Arterial),22,2,0,168.7,700,24.1,0
2026-04-01 23:00:00,R1,MG Road (Highway),23,2,0,214.1,1200,17.8,0
2026-04-01 23:00:00,R2,Station Road (Arterial),23,2,0,147.9,800,18.5,0
2026-04-01 23:00:00,R3,College Chowk (Residential),23,2,0,57.7,400,14.4,0
2026-04-01 23:00:00,R4,Ring Road (Highway),23,2,0,245.2,1400,17.5,0
2026-04-01 23:00:00,R5,Market Square (Arterial),23,2,0,122.0,700,17.4,0
2026-04-02 00:00:00,R1,MG Road (Highway),0,3,0,181.6,1200,15.1,0
2026-04-02 00:00:00,R2,Station Road (Arterial),0,3,0,110.0,800,13.7,0
2026-04-02 00:00:00,R3,College Chowk (Residential),0,3,0,50.7,400,12.7,0
2026-04-02 00:00:00,R4,Ring Road (Highway),0,3,0,209.6,1400,15.0,0
2026-04-02 00:00:00,R5,Market Square (Arterial),0,3,0,112.1,700,16.0,0
2026-04-02 01:00:00,R1,MG Road (Highway),1,3,0,191.4,1200,16.0,0
2026-04-02 01:00:00,R2,Station Road (Arterial),1,3,0,107.1,800,13.4,0
2026-04-02 01:00:00,R3,College Chowk (Residential),1,3,0,51.4,400,12.9,0
2026-04-02 01:00:00,R4,Ring Road (Highway),1,3,0,217.5,1400,15.5,0
2026-04-02 01:00:00,R5,Market Square (Arterial),1,3,0,113.2,700,16.2,0
2026-04-02 02:00:00,R1,MG Road (Highway),2,3,0,185.7,1200,15.5,0
2026-04-02 02:00:00,R2,Station Road (Arterial),2,3,0,121.7,800,15.2,0
2026-04-02 02:00:00,R3,College Chowk (Residential),2,3,0,56.2,400,14.1,0
